2025-06-13 17:49:45,545 [Worker-9: Creating project "job.appscrip"] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: job.test:job.appscrip:0.0.1-SNAPSHOT @ D:\AppScrip\job.appscrip\pom.xml.
2025-06-13 21:39:51,638 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-compat-3.9.9.jar
2025-06-13 21:39:51,638 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-core-3.9.9.jar
2025-06-13 21:39:51,638 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-embedder-3.9.9.jar
2025-06-13 21:39:51,638 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-model-3.9.9.jar
2025-06-13 21:39:51,638 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-model-builder-3.9.9.jar
2025-06-13 21:39:51,638 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-plugin-api-3.9.9.jar
2025-06-13 21:39:51,638 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-repository-metadata-3.9.9.jar
2025-06-13 21:39:51,638 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-api-1.9.22.jar
2025-06-13 21:39:51,638 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-connector-basic-1.9.22.jar
2025-06-13 21:39:51,638 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-impl-1.9.22.jar
2025-06-13 21:39:51,638 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-named-locks-1.9.22.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-provider-3.9.9.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-spi-1.9.22.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-file-1.9.22.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-http-1.9.22.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-wagon-1.9.22.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-util-1.9.22.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-settings-3.9.9.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-settings-builder-3.9.9.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-shared-utils-3.4.2.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\org.eclipse.sisu.inject-0.9.0.M3.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\org.eclipse.sisu.plexus-0.9.0.M3.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-build-api-0.0.7.jar
2025-06-13 21:39:51,639 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-build-api-1.2.0.jar
2025-06-13 21:39:51,640 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-cipher-2.0.jar
2025-06-13 21:39:51,640 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-classworlds-2.8.0.jar
2025-06-13 21:39:51,640 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-component-annotations-2.1.0.jar
2025-06-13 21:39:51,640 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-interpolation-1.27.jar
2025-06-13 21:39:51,640 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-sec-dispatcher-2.0.jar
2025-06-13 21:39:51,640 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-utils-3.5.1.jar
2025-06-13 21:39:51,641 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-xml-3.0.1.jar
2025-06-13 21:39:51,641 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-file-3.5.3.jar
2025-06-13 21:39:51,641 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-http-3.5.3.jar
2025-06-13 21:39:51,641 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-http-shared-3.5.3.jar
2025-06-13 21:39:51,641 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-provider-api-3.5.3.jar
2025-06-13 21:39:51,643 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=com.google.guava_33.3.1.jre [10])
2025-06-13 21:39:51,643 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\com.google.guava_33.3.1.jre.jar
2025-06-13 21:39:51,643 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=slf4j.api_2.0.16 [525])
2025-06-13 21:39:51,643 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\slf4j.api_2.0.16.jar
2025-06-13 21:39:51,643 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=jakarta.inject.jakarta.inject-api_1.0.5 [22])
2025-06-13 21:39:51,644 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\jakarta.inject.jakarta.inject-api_1.0.5.jar
2025-06-13 21:39:51,644 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=jakarta.annotation-api_1.3.5 [20])
2025-06-13 21:39:51,644 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\jakarta.annotation-api_1.3.5.jar
2025-06-13 21:39:51,644 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.apache.commons.cli_1.9.0 [47])
2025-06-13 21:39:51,644 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.apache.commons.cli_1.9.0.jar
2025-06-13 21:39:51,644 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.apache.commons.commons-codec_1.16.0 [50])
2025-06-13 21:39:51,644 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.apache.commons.commons-codec_1.16.0.jar
2025-06-13 21:39:51,644 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=com.google.guava.failureaccess_1.0.2 [11])
2025-06-13 21:39:51,644 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\com.google.guava.failureaccess_1.0.2.jar
2025-06-13 21:39:51,646 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.e.m.i.launch.MavenLaunchDelegate - Run build in "D:\AppScrip\job.appscrip":
2025-06-13 21:39:51,648 [Worker-24: Launching Executing test in D__AppScrip_job.appscrip] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -Dstyle.color=always test
2025-06-13 21:40:02,593 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409 [301])
2025-06-13 21:40:02,594 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409
2025-06-13 21:40:02,594 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\aopalliance-1.0.jar
2025-06-13 21:40:02,594 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\guice-5.1.0.jar
2025-06-13 21:40:02,594 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\httpclient-4.5.14.jar
2025-06-13 21:40:02,595 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\httpcore-4.4.16.jar
2025-06-13 21:40:02,595 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\jansi-2.4.1.jar
2025-06-13 21:40:02,595 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\jcl-over-slf4j-1.7.36.jar
2025-06-13 21:40:02,595 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-artifact-3.9.9.jar
2025-06-13 21:40:02,595 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-builder-support-3.9.9.jar
2025-06-13 21:40:02,595 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-compat-3.9.9.jar
2025-06-13 21:40:02,595 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-core-3.9.9.jar
2025-06-13 21:40:02,596 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-embedder-3.9.9.jar
2025-06-13 21:40:02,596 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-model-3.9.9.jar
2025-06-13 21:40:02,596 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-model-builder-3.9.9.jar
2025-06-13 21:40:02,596 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-plugin-api-3.9.9.jar
2025-06-13 21:40:02,596 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-repository-metadata-3.9.9.jar
2025-06-13 21:40:02,596 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-api-1.9.22.jar
2025-06-13 21:40:02,596 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-connector-basic-1.9.22.jar
2025-06-13 21:40:02,596 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-impl-1.9.22.jar
2025-06-13 21:40:02,597 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-named-locks-1.9.22.jar
2025-06-13 21:40:02,597 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-provider-3.9.9.jar
2025-06-13 21:40:02,597 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-spi-1.9.22.jar
2025-06-13 21:40:02,597 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-file-1.9.22.jar
2025-06-13 21:40:02,597 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-http-1.9.22.jar
2025-06-13 21:40:02,597 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-wagon-1.9.22.jar
2025-06-13 21:40:02,597 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-util-1.9.22.jar
2025-06-13 21:40:02,597 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-settings-3.9.9.jar
2025-06-13 21:40:02,597 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-settings-builder-3.9.9.jar
2025-06-13 21:40:02,598 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-shared-utils-3.4.2.jar
2025-06-13 21:40:02,598 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\org.eclipse.sisu.inject-0.9.0.M3.jar
2025-06-13 21:40:02,598 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\org.eclipse.sisu.plexus-0.9.0.M3.jar
2025-06-13 21:40:02,598 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-build-api-0.0.7.jar
2025-06-13 21:40:02,598 [Worker-1: Launching Executing install in D__AppScrip_job.appscrip] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\acer\Documents\eclipse-java-2024-12-R-win32-x86_64\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-build-api-1.2.0.jar
